a	b	c				
16074	295	0				
16074	297	0				
16074	299	0				
16074	301	0				
16074	305	0				
16074	307	0				
16074	311	0				
16074	313	0				
15916	42	0				
15916	46	0				
15916	48	1				
15916	51	0				
15916	53	1				
15916	56	0				
15916	60	0				
15916	62	0				
15916	64	0				
15916	68	0				
15916	72	0				
15916	76	0				
15916	80	1				
15916	83	1				
15916	86	0				
15916	90	1				
15916	93	0				
15916	100	0				
15916	102	0				
15916	106	0				
15916	110	1				
15916	113	0				
15916	117	1				
15916	120	0				
15916	124	0				
15916	126	1				
15916	129	1				
15916	132	0				
15916	134	0				
15916	136	1				
15916	139	0				
15916	141	1				
15916	144	0				
15916	146	0				
15916	150	0				
15916	154	0				
15916	156	0				
15916	160	0				
15916	164	0				
15916	166	0				
15916	168	0				
15916	172	0				
15916	174	0				
15916	178	0				
15916	182	0				
15916	186	0				
15916	190	1				
15916	193	1				
15916	196	0				
15916	200	0				
15916	202	0				
15916	206	0				
15916	208	1				
15916	211	0				
15769	71	0				
15769	75	1				
15769	78	0				
15769	82	1				
15769	85	0				
15769	87	0				
15769	91	1				
15769	94	0				
15769	96	0				
15769	98	0				
15769	102	0				
15769	106	0				
15769	108	1				
15769	111	0				
15769	115	0				
15769	117	0				
15769	121	0				
15769	123	0				
15769	127	0				
15769	131	1				
15769	134	0				
15769	136	0				
15769	138	1				
15769	141	0				
15769	143	0				
15769	147	0				
15769	151	0				
15769	155	1				
15769	158	0				
15769	160	0				
15769	162	0				
15769	164	1				
15769	167	0				
15769	169	1				
15769	172	0				
15769	174	1				
15769	177	0				
15769	181	0				
15769	185	0				
15769	187	0				
15769	189	1				
15769	192	0				
15769	196	0				
15769	198	0				
15769	202	0				
15769	204	0				
15769	206	0				
15769	210	0				
15769	212	0				
15769	216	0				
15769	220	0				
15769	222	1				
15769	225	0				
15769	227	1				
15769	230	1				
15769	233	0				
15769	235	0				
15769	239	0				
15769	241	0				
15769	245	0				
15769	249	0				
15769	251	1				
15769	254	0				
15669	43	1				
15669	46	0				
15669	48	0				
15669	50	1				
15669	53	1				
15669	56	0				
15669	58	0				
15669	60	0				
15669	62	0				
15669	64	0				
15669	66	1				
15669	69	0				
15669	71	0				
15669	75	0				
15669	79	0				
15669	83	0				
15669	85	0				
15669	89	0				
15669	91	0				
15669	95	1				
15669	98	0				
15669	102	0				
15669	106	0				
15669	108	0				
15669	112	0				
15669	114	0				
15669	116	0				
15494	50	0				
15494	52	0				
15494	54	0				
15494	56	0				
15494	58	0				
15494	60	1				
15494	63	0				
15494	65	0				
15494	69	0				
15494	73	1				
15494	76	0				
15494	78	0				
15494	82	1				
15494	85	0				
15494	89	0				
15494	91	1				
15494	94	0				
15494	96	1				
15494	99	0				
15494	103	0				
15494	105	0				
15494	109	0				
15494	111	0				
15494	116	0				
15494	118	1				
15494	121	0				
15494	125	0				
15494	129	0				
15494	131	0				
15494	135	0				
15494	137	0				
15494	139	1				
15494	142	1				
15494	145	0				
15494	149	0				
15494	153	0				
15494	155	0				
15494	157	0				
15494	161	0				
15494	163	1				
15494	166	0				
15494	168	0				
15494	172	0				
15494	176	0				
15494	180	0				
15494	184	0				
15494	186	0				
15494	188	1				
15494	191	0				
15494	193	0				
15494	197	0				
15494	199	0				
15494	203	0				
15494	207	0				
15494	209	0				
15494	211	0				
15494	215	0				
15494	219	0				
15494	221	0				
15494	223	0				
15494	227	0				
15494	231	0				
15494	233	1				
15494	236	0				
15494	238	0				
15494	242	0				
15494	244	0				
15494	246	0				
15494	248	1				
15494	251	1				
15494	254	0				
15494	258	0				
15494	260	0				
15494	264	0				
15494	268	1				
15494	271	0				
15494	275	1				
15494	278	1				
15494	281	1				
15494	284	0				
15494	286	0				
15494	290	0				
15494	294	0				
15494	298	0				
15494	300	1				
15494	303	1				
15494	306	0				
15494	310	0				
15494	314	0				
15326	91	0				
15326	95	0				
15326	97	0				
15326	101	0				
15326	103	0				
15326	107	0				
15326	111	0				
15326	113	0				
15326	115	1				
15326	118	0				
15326	122	0				
15326	126	0				
15326	128	0				
15326	130	0				
15326	132	0				
15326	134	0				
15326	138	1				
15326	141	0				
15326	145	0				
15326	147	0				
15326	149	0				
15326	151	0				
15326	155	1				
15326	158	0				
15326	160	0				
15326	164	0				
15326	166	0				
15326	170	0				
15326	174	0				
15326	176	0				
15326	178	1				
15326	181	0				
15326	183	0				
15326	185	0				
15326	189	0				
15326	191	1				
15326	194	0				
15326	196	0				
15326	198	0				
15326	200	0				
15326	204	0				
15326	208	0				
15326	210	1				
15326	213	0				
15326	217	0				
15326	219	0				
15326	223	0				
15326	225	0				
15326	229	0				
15326	233	0				
15326	235	0				
15326	239	1				
15326	242	0				
15326	244	1				
15326	247	0				
15326	249	0				
15326	253	0				
15326	255	0				
15326	257	1				
15326	260	0				
15326	262	0				
15326	264	0				
15326	268	0				
15326	270	1				
15326	273	0				
15326	275	0				
15326	277	0				
15326	281	0				
15326	285	0				
15326	289	0				
15326	291	0				
15326	293	1				
15326	296	0				
15326	298	0				
15326	302	0				
15326	306	0				
15326	310	1				
15326	313	0				
15326	317	0				
15326	319	0				
15326	323	0				
15326	325	0				
15326	329	1				
15326	332	0				
15326	336	0				
15326	340	0				
15326	342	0				
15326	346	0				
15166	40	0				
15166	44	0				
15166	46	0				
15166	48	0				
15166	50	0				
15166	52	0				
15166	56	0				
15166	58	0				
15166	60	0				
15166	64	0				
15166	66	0				
15166	70	0				
15166	72	0				
15166	76	0				
15166	80	0				
15166	84	0				
15166	88	0				
15166	92	0				
15166	94	0				
15166	98	0				
15166	100	0				
15166	102	0				
15166	104	0				
15166	106	1				
15166	109	0				
15166	111	0				
15166	115	1				
15166	118	0				
15166	120	0				
15166	122	0				
15166	124	0				
15166	126	0				
15166	128	0				
15166	130	0				
15166	132	0				
15166	134	0				
15166	136	0				
15166	138	0				
15166	142	0				
15166	146	1				
15166	149	0				
15166	151	0				
15166	153	0				
15166	157	0				
15166	159	0				
15166	161	0				
15166	163	0				
15166	167	0				
15166	171	0				
15166	175	0				
15166	177	0				
15166	181	0				
15166	183	1				
15166	186	1				
15166	189	0				
14982	23	0				
14982	27	0				
14982	29	0				
14982	31	0				
14982	33	0				
14982	35	0				
14982	39	0				
14982	41	0				
14982	45	0				
14982	47	0				
14982	51	0				
14982	53	0				
14982	55	0				
14982	57	0				
14982	59	1				
14982	62	0				
14982	64	0				
14982	66	0				
14982	70	0				
14982	72	1				
14982	75	0				
14982	77	0				
14982	79	0				
14982	83	1				
14982	86	0				
14982	88	1				
14982	91	1				
14982	94	0				
14982	98	0				
14982	102	0				
14982	106	0				
14982	108	0				
14982	110	0				
14982	112	0				
14982	116	0				
14982	118	0				
14982	122	0				
14982	124	0				
14982	126	0				
14982	128	1				
14982	131	0				
14982	135	0				
14982	139	0				
14982	143	0				
14982	147	0				
14982	151	0				
14982	153	1				
14982	156	0				
14982	160	0				
14982	162	0				
14982	166	1				
14982	169	0				
14982	171	0				
14843	94	0				
14843	96	0				
14843	98	0				
14843	100	0				
14843	104	0				
14843	106	0				
14843	108	0				
14843	112	0				
14843	114	0				
14843	118	0				
14843	120	0				
14843	122	1				
14843	125	0				
14843	129	0				
14843	131	0				
14843	133	0				
14843	137	1				
14843	140	0				
14843	142	0				
14843	146	0				
14843	150	0				
14843	154	0				
14843	156	1				
14843	159	0				
14843	163	1				
14843	166	0				
14843	170	0				
14843	176	0				
14843	180	0				
14843	182	0				
14843	186	0				
14843	190	1				
14843	193	0				
14843	195	0				
14843	197	0				
14843	201	0				
14843	203	0				
14843	207	0				
14843	209	0				
14843	213	0				
14843	217	0				
14843	219	0				
14843	223	0				
14843	225	0				
14843	229	0				
14843	231	1				
14843	234	0				
14843	236	0				
14710	52	0				
14710	56	0				
14710	60	0				
14710	62	0				
14710	66	0				
14710	70	0				
14710	74	0				
14710	78	1				
14710	81	0				
14710	83	0				
14710	87	1				
14710	90	0				
14710	94	1				
14710	97	1				
14710	100	0				
14710	102	0				
14710	106	0				
14710	110	0				
14710	112	0				
14710	116	0				
14710	120	0				
14710	122	1				
14710	125	0				
14710	129	0				
14710	133	0				
14710	137	1				
14710	140	0				
14710	142	0				
14710	146	0				
14710	150	0				
14710	154	0				
14710	158	1				
14710	161	0				
14710	163	0				
14710	167	0				
14710	169	0				
14710	171	0				
14710	175	0				
14710	177	0				
14710	179	0				
14561	32	1				
14561	35	0				
14561	39	1				
14561	42	1				
14561	45	0				
14561	47	0				
14561	51	0				
14561	55	0				
14561	57	0				
14561	61	0				
14561	65	0				
14561	69	0				
14561	71	0				
14561	73	0				
14561	75	0				
14561	79	0				
14561	83	1				
14561	86	0				
14561	90	0				
14561	92	0				
14561	96	0				
14561	98	0				
14561	102	0				
14561	104	0				
14561	106	0				
14561	108	1				
14561	111	0				
14561	115	0				
14561	119	0				
14561	121	1				
14561	124	0				
14561	126	0				
14561	130	0				
14561	132	0				
14561	136	0				
14561	138	0				
14561	142	0				
14561	144	0				
14561	146	0				
14561	148	0				
14561	152	0				
14561	156	0				
14561	160	0				
14561	164	1				
14561	167	0				
14561	169	1				
14561	172	0				
14561	176	0				
14561	178	0				
14561	180	1				
14561	183	1				
14561	186	1				
14561	189	0				
14561	193	1				
14561	196	1				
14561	199	0				
14561	203	0				
14561	207	1				
14561	210	0				
14561	212	0				
14561	216	0				
14561	218	0				
14561	222	1				
14561	225	0				
14561	229	0				
14561	233	1				
14561	236	0				
14561	238	0				
14561	240	0				
14561	244	0				
14561	246	0				
14561	250	0				
14561	252	0				
14561	256	0				
14561	258	0				
14442	60	1				
14442	63	0				
14442	67	0				
14442	71	0				
14442	75	0				
14442	79	1				
14442	82	0				
14442	84	0				
14442	88	0				
14442	90	0				
14442	94	1				
14442	97	0				
14442	101	0				
14442	105	0				
14442	107	0				
14442	109	0				
14442	111	0				
14442	115	1				
14442	118	0				
14442	122	0				
14442	126	0				
14442	128	0				
14442	132	0				
14442	134	0				
14442	136	0				
14442	138	0				
14442	140	0				
14442	142	0				
14442	144	1				
14442	147	0				
14442	151	1				
14442	154	1				
14442	157	1				
14442	160	0				
14442	164	0				
14442	168	0				
14442	170	0				
14442	174	0				
14442	178	0				
14442	180	0				
14442	184	0				
14442	186	0				
14442	190	0				
14442	192	0				
14302	29	0				
14302	31	0				
14302	35	0				
14302	39	0				
14302	43	1				
14302	46	0				
14302	50	0				
14302	54	0				
14302	58	1				
14302	61	1				
14302	64	1				
14302	67	0				
14302	69	0				
14302	73	0				
14302	75	0				
14302	77	1				
14302	80	0				
14302	84	1				
14302	87	1				
14302	90	0				
14302	94	0				
14302	96	0				
14302	98	1				
14302	101	0				
14302	105	0				
14302	109	0				
14302	111	0				
14302	113	0				
14302	115	0				
14302	119	0				
14302	123	0				
14302	127	0				
14302	131	0				
14302	133	0				
14302	135	0				
14302	137	0				
14302	139	0				
14302	141	0				
14302	145	1				
14302	148	0				
14302	152	0				
14302	154	1				
14302	157	0				
14302	159	1				
14302	162	1				
14302	165	1				
14302	168	1				
14302	171	0				
14302	175	1				
14302	178	1				
14302	181	0				
14302	185	1				
14302	188	0				
14302	190	0				
14302	192	0				
14302	196	1				
14302	199	0				
14302	203	0				
14302	207	1				
14302	210	0				
14302	214	1				
14302	217	0				
14302	221	0				
14302	225	0				
14302	227	0				
14302	231	0				
14302	235	0				
14302	239	0				
14302	243	0				
14302	247	0				
14302	249	1				
14302	252	1				
14302	255	0				
14302	257	0				
14302	259	0				
14302	263	0				
14302	265	1				
14302	268	0				
14302	270	0				
14302	274	1				
14302	277	1				
14302	280	0				
14302	282	0				
14302	284	0				
14302	286	1				
14302	289	0				
14302	293	0				
14302	295	0				
14156	34	0				
14156	36	1				
14156	39	0				
14156	41	0				
14156	43	0				
14156	45	0				
14156	49	0				
14156	53	0				
14156	57	0				
14156	61	1				
14156	64	0				
14156	66	0				
14156	70	0				
14156	72	0				
14156	76	0				
14156	78	0				
14156	80	0				
14156	82	0				
14156	84	1				
14156	87	1				
14156	90	1				
14156	93	0				
14156	97	1				
14156	100	0				
14156	102	0				
14156	106	1				
14156	109	0				
14156	111	0				
14156	113	0				
14156	115	1				
14156	118	0				
14156	122	0				
14156	124	0				
14156	126	0				
14156	130	0				
14156	134	0				
14156	138	0				
14156	142	1				
14156	145	0				
14026	96	0				
14026	98	0				
14026	102	0				
14026	104	0				
14026	106	0				
14026	110	0				
14026	114	0				
14026	118	0				
14026	122	1				
14026	125	1				
14026	128	0				
14026	132	1				
14026	135	0				
14026	139	0				
14026	141	0				
14026	145	0				
14026	147	0				
14026	149	0				
14026	151	0				
14026	153	0				
14026	157	1				
14026	160	0				
14026	162	0				
14026	164	0				
14026	168	0				
14026	170	0				
14026	172	0				
14026	176	0				
14026	180	0				
14026	182	0				
14026	186	0				
14026	190	0				
14026	192	0				
14026	196	0				
14026	200	0				
14026	204	1				
14026	207	1				
14026	210	0				
14026	212	0				
14026	214	0				
14026	218	0				
14026	220	1				
14026	223	0				
14026	225	0				
14026	227	1				
14026	230	0				
14026	232	1				
14026	235	0				
14026	237	0				
14026	241	0				
14026	243	0				
14026	247	1				
14026	250	0				
14026	254	0				
14026	258	0				
14026	262	0				
14026	264	0				
14026	268	0				
14026	270	0				
14026	274	0				
13860	69	0				
13860	71	0				
13860	75	0				
13860	79	1				
13860	82	0				
13860	86	1				
13860	89	0				
13860	91	0				
13860	93	0				
13860	95	0				
13860	99	0				
13860	101	1				
13860	104	0				
13860	106	0				
13860	110	0				
13860	114	0				
13860	118	1				
13860	121	0				
13860	125	0				
13860	129	0				
13860	133	1				
13860	136	0				
13860	140	0				
13860	144	0				
13860	146	0				
13860	148	0				
13860	152	1				
13860	155	0				
13860	159	1				
13860	162	0				
13860	164	0				
13860	168	0				
13860	170	1				
13860	173	0				
13860	175	0				
13860	177	1				
13860	180	1				
13860	183	0				
13860	187	0				
13860	189	0				
13860	193	0				
13860	197	0				
13860	201	1				
13860	204	0				
13860	206	0				
13860	208	0				
13860	212	0				
13860	216	0				
13860	218	0				
13860	220	0				
13860	222	0				
13860	226	1				
13860	229	0				
13860	231	0				
13860	235	0				
13860	237	0				
13860	239	0				
13751	71	0				
13751	75	0				
13751	77	0				
13751	81	0				
13751	83	0				
13751	85	0				
13751	89	0				
13751	91	0				
13751	95	0				
13751	97	0				
13751	99	0				
13751	103	0				
13751	107	1				
13751	110	0				
13751	112	0				
13751	114	0				
13751	116	0				
13751	120	0				
13751	124	0				
13751	126	0				
13751	130	0				
13751	132	0				
13751	136	0				
13751	140	0				
13751	142	0				
13751	146	0				
13751	150	0				
13751	154	0				
13751	158	0				
13751	160	0				
13751	162	0				
13751	164	0				
13751	166	0				
13751	168	0				
13751	172	0				
13751	176	1				
13751	179	0				
13751	183	0				
13751	185	0				
13751	187	0				
13751	191	0				
13583	92	1				
13583	95	0				
13583	97	0				
13583	99	1				
13583	102	0				
13583	106	0				
13583	110	0				
13583	114	0				
13583	116	1				
13583	119	0				
13583	121	0				
13583	123	0				
13583	127	0				
13583	129	0				
13583	131	0				
13583	133	0				
13583	137	0				
13583	139	0				
13583	141	0				
13583	145	0				
13583	147	1				
13583	150	0				
13583	154	0				
13583	156	0				
13583	160	0				
13583	162	0				
13583	164	1				
13583	167	0				
13583	169	1				
13583	172	0				
13583	176	0				
13583	178	0				
13583	182	0				
13583	186	0				
13583	188	0				
13583	190	0				
13583	194	0				
13583	198	1				
13583	201	0				
13583	203	0				
13583	205	0				
13583	207	0				
13583	209	0				
13583	211	0				
13583	215	1				
13583	218	1				
13583	221	0				
13583	225	0				
13583	227	0				
13583	229	1				
13583	232	0				
13583	234	0				
13583	238	0				
13583	242	0				
13583	244	0				
13583	246	0				
13583	250	0				
13583	254	1				
13583	257	1				
13583	260	0				
13583	262	1				
13583	265	1				
13583	268	1				
13583	271	0				
13583	273	0				
13583	275	1				
13583	278	1				
13583	281	0				
13583	285	0				
13583	289	0				
13583	291	0				
13583	293	0				
13583	297	0				
13583	301	0				
13583	303	0				
13583	305	1				
13583	308	1				
13583	311	0				
13469	24	0				
13469	26	0				
13469	28	0				
13469	32	0				
13469	36	0				
13469	40	1				
13469	43	0				
13469	45	0				
13469	47	0				
13469	49	0				
13469	53	0				
13469	57	0				
13469	59	1				
13469	62	0				
13469	66	0				
13469	70	0				
13469	72	0				
13469	76	0				
13469	80	0				
13469	82	0				
13469	84	0				
13469	88	0				
13469	90	0				
13469	94	1				
13469	97	0				
13469	99	0				
13469	103	0				
13469	107	1				
13469	110	1				
13469	113	0				
13469	115	0				
13469	117	0				
13469	119	0				
13469	121	1				
13469	124	1				
13469	127	0				
13469	131	0				
13469	135	0				
13469	137	0				
13469	141	0				
13469	145	0				
13469	149	0				
13469	151	0				
13469	153	0				
13469	157	0				
13469	161	0				
13469	163	0				
13469	167	0				
13469	171	0				
13469	175	0				
13469	180	1				
13469	183	0				
13469	185	0				
13469	193	0				
13469	195	0				
13469	199	0				
13469	203	0				
13469	207	0				
13469	211	0				
13469	213	0				
13469	215	1				
13469	218	0				
13469	222	0				
13469	224	0				
13469	226	0				
13469	228	0				
13469	230	0				
13469	232	0				
13469	236	1				
13469	239	0				
13469	243	0				
13469	247	1				
13469	250	0				
13469	254	1				
13469	257	1				
13469	260	0				
13469	262	0				
13469	266	0				
13469	268	1				
13469	271	0				
13469	275	1				
13469	278	0				
13469	280	0				
13469	284	0				
13469	286	0				
13469	290	0				
13469	292	0				
13360	96	0				
13360	100	0				
13360	102	0				
13360	106	0				
13360	110	0				
13360	114	0				
13360	116	0				
13360	118	1				
13360	121	1				
13360	124	0				
13360	128	0				
13360	130	0				
13360	132	0				
13360	136	1				
13360	139	1				
13360	142	0				
13360	144	0				
13360	148	0				
13360	152	0				
13360	156	0				
13360	158	0				
13360	162	0				
13360	166	1				
13360	169	0				
13360	171	0				
13360	173	0				
13360	177	0				
13360	181	0				
13360	183	0				
13360	187	0				
13360	189	0				
13360	191	0				
13360	193	0				
13360	197	0				
13360	201	0				
13360	203	1				
13360	206	0				
13360	208	1				
13360	211	0				
13360	215	0				
13360	219	1				
13360	222	0				
13360	224	0				
13360	228	0				
13360	230	0				
13360	232	0				
13360	234	0				
13360	236	0				
13360	238	0				
13360	242	0				
13360	246	0				
13360	248	1				
13360	251	0				
13360	255	1				
13360	258	0				
13360	262	0				
13360	266	0				
13360	270	0				
13360	272	1				
13360	275	0				
13360	277	0				
13360	279	1				
13360	282	0				
13360	286	0				
13360	290	0				
13360	294	0				
13360	298	0				
13360	300	0				
13360	302	0				
13360	306	1				
13360	309	0				
13360	311	0				
13360	313	0				
13360	315	0				
13360	317	1				
13360	320	0				
13360	322	1				
13360	325	0				
13360	327	0				
13360	329	0				
13360	331	0				
13360	333	0				
13360	335	0				
13360	337	0				
13360	341	0				
13360	343	0				
13360	345	0				
13360	349	0				
13209	100	0				
13209	104	0				
13209	108	0				
13209	112	0				
13209	116	0				
13209	118	0				
13209	120	0				
13209	122	1				
13209	125	0				
13209	127	0				
13209	131	1				
13209	134	0				
13209	138	0				
13209	142	0				
13209	144	0				
13209	148	0				
13209	150	1				
13209	153	0				
13209	155	0				
13209	159	0				
13209	163	0				
13209	169	0				
13209	173	0				
13209	177	1				
13209	180	0				
13209	184	0				
13209	186	0				
13209	188	0				
13209	190	0				
13209	194	0				
13209	196	0				
13209	200	0				
13209	204	0				
13209	206	1				
13209	209	0				
13209	211	1				
13209	214	1				
13209	217	0				
13209	219	0				
13209	221	0				
13209	223	0				
13209	225	1				
13209	228	0				
13209	230	0				
13209	232	1				
13209	235	0				
13209	239	0				
13209	241	1				
13209	244	0				
13209	248	0				
13209	250	0				
13209	252	0				
13209	254	0				
13209	256	1				
13209	259	0				
13209	263	0				
13209	267	0				
13209	269	0				
13209	271	1				
13209	274	1				
13209	277	1				
13209	280	0				
13209	282	0				
13209	284	0				
13209	286	0				
13209	288	0				
13209	292	1				
13209	295	0				
13209	297	0				
13209	299	0				
13209	301	0				
13209	305	1				
13209	308	0				
13209	312	0				
13209	316	0				
13061	62	1				
13061	65	0				
13061	67	0				
13061	71	0				
13061	75	0				
13061	79	0				
13061	81	1				
13061	84	0				
13061	86	1				
13061	89	1				
13061	92	0				
13061	94	0				
13061	98	0				
13061	102	0				
13061	106	0				
13061	110	0				
13061	112	0				
13061	114	1				
13061	117	0				
13061	119	0				
13061	123	0				
13061	127	0				
13061	129	0				
13061	133	0				
13061	135	0				
13061	139	0				
13061	143	0				
13061	147	0				
13061	149	1				
13061	152	0				
13061	154	0				
13061	158	0				
12862	87	0				
12862	89	0				
12862	93	1				
12862	96	0				
12862	100	0				
12862	104	1				
12862	107	0				
12862	109	0				
12862	113	0				
12862	115	0				
12862	117	0				
12862	121	0				
12862	123	0				
12862	125	0				
12862	129	0				
12862	131	0				
12862	135	0				
12862	139	0				
12862	143	1				
12862	146	0				
12862	148	0				
12862	152	0				
12862	156	0				
12862	160	0				
12862	164	0				
12862	166	0				
12862	168	0				
12862	172	0				
12862	174	1				
12862	177	1				
12862	180	0				
12862	184	0				
12862	186	1				
12862	189	0				
12862	191	0				
12862	195	0				
12862	199	0				
12862	201	0				
12862	205	0				
12862	209	0				
12862	213	1				
12862	216	0				
12862	218	0				
12862	222	0				
12862	226	0				
12862	228	0				
12862	232	0				
12862	236	0				
12862	238	0				
12862	240	0				
12862	242	1				
12862	245	0				
12862	247	0				
12862	251	1				
12862	254	0				
12862	256	0				
12862	258	1				
12862	261	0				
12862	263	0				
12862	267	1				
12862	270	0				
12862	274	0				
12862	276	1				
12862	279	0				
12862	283	0				
12862	285	0				
12862	287	1				
12862	290	0				
12669	76	0				
12669	80	0				
12669	84	0				
12669	88	1				
12669	91	0				
12669	93	0				
12669	95	0				
12669	99	0				
12669	103	1				
12669	106	1				
12669	109	0				
12669	113	0				
12669	117	1				
12669	120	0				
12669	122	0				
12669	126	0				
12669	128	0				
12669	130	0				
12669	134	0				
12669	136	0				
12669	140	0				
12669	144	0				
12669	148	0				
12669	150	0				
12669	154	0				
12669	158	0				
12669	162	0				
12669	166	0				
12669	168	0				
12669	172	0				
12669	176	0				
12669	178	0				
12669	182	0				
12553	80	0				
12553	82	0				
12553	84	0				
12553	88	1				
12553	91	0				
12553	95	0				
12553	97	0				
12553	99	1				
12553	102	0				
12553	104	0				
12553	108	0				
12553	110	0				
12553	114	0				
12553	116	0				
12553	120	1				
12553	123	0				
12553	127	0				
12553	131	0				
12553	133	1				
12553	136	0				
12553	140	0				
12553	142	0				
12553	146	0				
12553	150	0				
12553	152	0				
12553	154	0				
12553	156	0				
12553	158	0				
12553	160	0				
12553	164	0				
12553	166	0				
12553	168	0				
12553	172	0				
12553	174	0				
12553	176	0				
12553	178	0				
12553	180	0				
12553	182	0				
12553	186	0				
12553	190	0				
12553	192	0				
12553	194	1				
12553	197	0				
12553	199	0				
12553	203	0				
12553	205	1				
12553	208	0				
12553	210	0				
12553	212	0				
12553	214	0				
12553	218	0				
12553	222	0				
12553	226	1				
12553	229	0				
12553	231	0				
12553	233	1				
12553	236	0				
12553	240	1				
12553	243	0				
12553	245	0				
12553	247	0				
12553	251	1				
12553	254	1				
12553	257	0				
12553	259	0				
12553	261	0				
12553	265	0				
12553	267	1				
12553	270	0				
12553	272	0				
12553	274	0				
12553	276	0				
12553	280	0				
12553	284	0				
12553	286	0				
12553	290	0				
12553	294	0				
12553	296	0				
12553	298	1				
12553	301	0				
12553	303	0				
12553	307	0				
12553	309	1				
12553	312	1				
12553	315	0				
12553	319	0				
12553	323	0				
12553	325	0				
12553	327	0				
12553	331	0				
12420	40	0				
12420	42	0				
12420	46	1				
12420	49	0				
12420	51	0				
12420	53	1				
12420	56	0				
12420	58	0				
12420	62	0				
12420	64	0				
12420	66	0				
12420	70	0				
12420	74	0				
12420	78	0				
12420	82	0				
12420	86	1				
12420	89	0				
12420	91	0				
12420	95	0				
12420	99	0				
12420	101	1				
12420	104	0				
12420	106	0				
12420	110	0				
12420	114	0				
12420	116	0				
12420	120	0				
12420	122	0				
12420	126	1				
12420	129	1				
12420	132	0				
12420	134	1				
12420	137	0				
12420	139	0				
12420	143	0				
12420	147	0				
12420	151	0				
12420	153	1				
12420	156	0				
12420	158	0				
12420	160	0				
12420	162	0				
12420	166	0				
12420	170	0				
12420	174	0				
12420	176	0				
12268	84	0				
12268	86	0				
12268	90	0				
12268	92	0				
12268	94	1				
12268	97	0				
12268	99	0				
12268	101	1				
12268	104	0				
12268	106	0				
12268	108	0				
12268	112	0				
12268	114	0				
12268	118	0				
12268	122	0				
12268	124	0				
12268	128	1				
12268	131	0				
12268	133	0				
12268	137	0				
12268	141	0				
12268	145	0				
12268	149	0				
12268	151	1				
12268	154	0				
12268	156	1				
12268	159	1				
12268	162	0				
12268	164	0				
12268	168	0				
12268	172	1				
12268	175	1				
12268	178	0				
12268	180	0				
12268	184	0				
12268	188	0				
12268	192	0				
12268	194	0				
12268	196	0				
12268	198	0				
12268	202	0				
12268	204	0				
12268	206	0				
12268	208	0				
12268	212	1				
12268	215	0				
12268	217	0				
12268	221	0				
12268	223	0				
12112	37	0				
12112	41	0				
12112	45	0				
12112	49	0				
12112	53	0				
12112	57	1				
12112	60	0				
12112	64	0				
12112	68	0				
12112	70	0				
12112	72	1				
12112	75	0				
12112	77	0				
12112	81	0				
12112	85	0				
12112	89	0				
12112	93	1				
12112	96	0				
12112	100	0				
12112	102	0				
12112	104	0				
12112	108	0				
12112	112	0				
12112	116	1				
12112	119	1				
12112	122	0				
12112	124	0				
12112	130	0				
12112	134	0				
12112	136	0				
12112	138	1				
12112	141	0				
12112	145	0				
12112	147	0				
12112	149	0				
12112	151	0				
12112	155	1				
12112	158	0				
12112	160	1				
12112	163	0				
12112	165	0				
12112	169	0				
12112	171	0				
12112	175	0				
12112	179	0				
12112	181	0				
12112	183	0				
12112	185	1				
12112	188	1				
12112	191	1				
12112	194	0				
12112	196	1				
12112	199	0				
12112	203	0				
12112	207	0				
12112	209	0				
12112	213	0				
12112	215	0				
12112	217	0				
12112	221	0				
12112	225	1				
12112	228	0				
12112	232	0				
12112	236	0				
12112	238	0				
12112	242	0				
12112	246	0				
12112	250	1				
12112	253	0				
12112	255	0				
12112	257	0				
12112	259	0				
12112	261	0				
12112	263	0				
12112	267	1				
12112	270	0				
12112	274	0				
12112	278	0				
11952	41	1				
11952	44	1				
11952	47	0				
11952	51	0				
11952	55	0				
11952	59	0				
11952	63	0				
11952	67	0				
11952	71	0				
11952	73	0				
11952	75	0				
11952	77	1				
11952	80	0				
11952	82	0				
11952	86	0				
11952	88	0				
11952	92	1				
11952	95	0				
11952	97	1				
11952	100	0				
11952	102	1				
11952	105	0				
11952	109	0				
11952	111	0				
11952	115	0				
11952	119	0				
11952	121	0				
11952	123	1				
11952	126	0				
11952	128	1				
11952	131	1				
11952	134	0				
11952	136	0				
11952	138	1				
11952	141	0				
11952	143	1				
11952	146	0				
11760	36	0				
11760	40	0				
11760	42	0				
11760	44	0				
11760	46	0				
11760	50	0				
11760	52	1				
11760	55	0				
11760	57	0				
11760	59	0				
11760	63	0				
11760	67	0				
11760	69	0				
11760	73	0				
11760	75	0				
11760	77	0				
11760	81	0				
11760	83	0				
11760	87	0				
11760	91	0				
11760	95	1				
11760	98	0				
11760	100	1				
11760	103	0				
11760	107	0				
11760	111	1				
11760	114	0				
11614	45	0				
11614	47	1				
11614	50	1				
11614	53	0				
11614	57	0				
11614	61	0				
11614	65	0				
11614	67	1				
11614	70	0				
11614	72	0				
11614	76	1				
11614	79	0				
11614	81	1				
11614	84	0				
11614	86	0				
11614	88	0				
11614	92	0				
11614	94	0				
11614	96	0				
11614	98	1				
11614	101	0				
11614	103	1				
11614	106	0				
11614	110	0				
11614	114	0				
11614	118	0				
11614	120	0				
11614	124	0				
11614	128	0				
11614	132	0				
11614	134	0				
11614	138	1				
