						10000	100000
5835	C	18515936	0				
5839	C	18521771	0				
5839	B	18527610	0				
5840	E	18533449	0				
5842	C	18539289	0				
5842	B	18545131	0				
5842	C	18550973	0				
5842	C	18556815	0				
5842	C	18562657	0				
5844	B	18568499	0				
5844	B	18574343	0				
5844	E	18580187	0				
5845	D	18586031	0				
5845	D	18591876	0				
5845	C	18597721	0				
5848	C	18603566	0				
5849	E	18609414	0				
5849	A	18615263	1				
5850	D	18621112	0				
5851	C	18626962	0				
5853	A	18632813	1				
5853	C	18638666	0				
5856	B	18644519	0				
5857	A	18650375	1				
5857	C	18656232	0				
5857	B	18662089	0				
5859	C	18667946	0				
5859	C	18673805	0				
5859	C	18679664	0				
5860	D	18685523	0				
5861	D	18691383	0				
5861	C	18697244	0				
5864	A	18703105	1				
5864	D	18708969	0				
5866	C	18714833	0				
5869	A	18720699	1				
5869	B	18726568	0				
5870	A	18732437	1				
5870	D	18738307	0				
5870	C	18744177	0				
5871	D	18750047	0				
5871	E	18755918	0				
5871	B	18761789	0				
5871	E	18767660	0				
5871	C	18773531	0				
5871	C	18779402	0				
5871	D	18785273	0				
5872	C	18791144	0				
5873	A	18797016	1				
5874	D	18802889	0				
5875	D	18808763	0				
5875	C	18814638	0				
5877	D	18820513	0				
5878	C	18826390	0				
5878	D	18832268	0				
5880	C	18838146	0				
5882	C	18844026	0				
5882	D	18849908	0				
5882	C	18855790	0				
5882	D	18861672	0				
5883	B	18867554	0				
5884	B	18873437	0				
5884	D	18879321	0				
5884	E	18885205	0				
5884	D	18891089	0				
5885	A	18896973	1				
5885	A	18902858	1				
5886	E	18908743	0				
5887	A	18914629	1				
5888	D	18920516	0				
5892	A	18926404	1				
5893	E	18932296	0				
5894	D	18938189	0				
5895	D	18944083	0				
5897	A	18949978	1				
5899	E	18955875	0				
5900	D	18961774	0				
5900	D	18967674	0				
5900	B	18973574	0				
5900	B	18979474	0				
5900	C	18985374	0				
5903	C	18991274	0				
5903	A	18997177	1				
5903	C	19003080	0				
5904	A	19008983	1				
5904	C	19014887	0				
5905	E	19020791	0				
5906	B	19026696	0				
5906	C	19032602	0				
5906	D	19038508	0				
5908	B	19044414	0				
5909	B	19050322	0				
5911	E	19056231	0				
5914	D	19062142	0				
5914	E	19068056	0				
5915	A	19073970	1				
5917	D	19079885	0				
5917	E	19085802	0				
5917	A	19091719	1				
5920	E	19097636	0				
5921	D	19103556	0				
5921	A	19109477	1				
5921	A	19115398	1				
5921	E	19121319	0				
5921	D	19127240	0				
5926	A	19133161	1				
5928	B	19139087	0				
5929	C	19145015	0				
5929	B	19150944	0				
5930	E	19156873	0				
5931	E	19162803	0				
5933	C	19168734	0				
5935	C	19174667	0				
5935	E	19180602	0				
5936	B	19186537	0				
5936	E	19192473	0				
5937	B	19198409	0				
5938	B	19204346	0				
5939	E	19210284	0				
5939	D	19216223	0				
5940	E	19222162	0				
5942	C	19228102	0				
5945	D	19234044	0				
5945	B	19239989	0				
5945	B	19245934	0				
5946	E	19251879	0				
5947	E	19257825	0				
5947	D	19263772	0				
5949	B	19269719	0				
5949	E	19275668	0				
5949	D	19281617	0				
5950	B	19287566	0				
5950	D	19293516	0				
5953	D	19299466	0				
5956	E	19305419	0				
5956	A	19311375	1				
5957	C	19317331	0				
5958	A	19323288	1				
5959	D	19329246	0				
5960	B	19335205	0				
5960	A	19341165	1				
5962	D	19347125	0				
5963	A	19353087	1				
5963	A	19359050	1				
5964	A	19365013	1				
5964	C	19370977	0				
5965	E	19376941	0				
5965	C	19382906	0				
5966	B	19388871	0				
5966	A	19394837	1				
5967	C	19400803	0				
5967	D	19406770	0				
5969	D	19412737	0				
5969	B	19418706	0				
5970	A	19424675	1				
5971	D	19430645	0				
5972	E	19436616	0				
5972	C	19442588	0				
5976	C	19448560	0				
5976	E	19454536	0				
5977	A	19460512	1				
5977	C	19466489	0				
5978	A	19472466	1				
5978	A	19478444	1				
5978	A	19484422	1				
5978	C	19490400	0				
5980	E	19496378	0				
5980	C	19502358	0				
5982	C	19508338	0				
5983	A	19514320	1				
5983	E	19520303	0				
5984	D	19526286	0				
5984	E	19532270	0				
5984	B	19538254	0				
5989	C	19544238	0				
5990	D	19550227	0				
5990	C	19556217	0				
5991	B	19562207	0				
5991	E	19568198	0				
5991	D	19574189	0				
5991	D	19580180	0				
5995	C	19586171	0				
5995	D	19592166	0				
5996	A	19598161	1				
5997	D	19604157	0				
5998	C	19610154	0				
5998	E	19616152	0				
5999	D	19622150	0				
6000	B	19628149	0				
6001	B	19634149	0				
6002	A	19640150	1				
6002	A	19646152	1				
6003	C	19652154	0				
6003	B	19658157	0				
6004	B	19664160	0				
6005	E	19670164	0				
6006	D	19676169	0				
6007	E	19682175	0				
6007	C	19688182	0				
6009	A	19694189	1				
6009	E	19700198	0				
6011	D	19706207	0				
6011	E	19712218	0				
6012	C	19718229	0				
6014	C	19724241	0				
6014	A	19730255	1				
6017	A	19736269	1				
6018	E	19742286	0				
6018	A	19748304	1				
6019	B	19754322	0				
6019	E	19760341	0				
6020	D	19766360	0				
6020	B	19772380	0				
6026	E	19778400	0				
6026	B	19784426	0				
6027	D	19790452	0				
6027	C	19796479	0				
6027	E	19802506	0				
6031	B	19808533	0				
6032	B	19814564	0				
6032	A	19820596	1				
6034	D	19826628	0				
6035	E	19832662	0				
6035	C	19838697	0				
6037	E	19844732	0				
6039	D	19850769	0				
6040	B	19856808	0				
6041	A	19862848	1				
6041	A	19868889	1				
6047	B	19874930	0				
6047	C	19880977	0				
6047	B	19887024	0				
6049	B	19893071	0				
6050	C	19899120	0				
6050	D	19905170	0				
6050	E	19911220	0				
6051	B	19917270	0				
6051	D	19923321	0				
6051	A	19929372	1				
6052	D	19935423	0				
6052	A	19941475	1				
6054	B	19947527	0				
6055	C	19953581	0				
6057	A	19959636	1				
6057	D	19965693	0				
6058	A	19971750	1				
6059	A	19977808	1				
6060	E	19983867	0				
6060	B	19989927	0				
6062	C	19995987	0				
6063	E	20002049	0				
6063	A	20008112	1				
6063	C	20014175	0				
6067	B	20020238	0				
6067	B	20026305	0				
6069	B	20032372	0				
6071	D	20038441	0				
6071	E	20044512	0				
6072	C	20050583	0				
6072	C	20056655	0				
6076	D	20062727	0				
6077	E	20068803	0				
6077	A	20074880	1				
6077	C	20080957	0				
6078	E	20087034	0				
6078	E	20093112	0				
6079	B	20099190	0				
6080	D	20105269	0				
6080	C	20111349	0				
6082	D	20117429	0				
6084	E	20123511	0				
6084	B	20129595	0				
6085	D	20135679	0				
6086	D	20141764	0				
6086	A	20147850	1				
6086	D	20153936	0				
6086	B	20160022	0				
6089	D	20166108	0				
6089	E	20172197	0				
6091	C	20178286	0				
6091	B	20184377	0				
6092	B	20190468	0				
6092	B	20196560	0				
6093	B	20202652	0				
6094	D	20208745	0				
6094	A	20214839	1				
6095	C	20220933	0				
6095	B	20227028	0				
6096	E	20233123	0				
6096	B	20239219	0				
6098	C	20245315	0				
6098	C	20251413	0				
6099	B	20257511	0				
6101	D	20263610	0				
6102	D	20269711	0				
6103	D	20275813	0				
6104	B	20281916	0				
6106	E	20288020	0				
6107	B	20294126	0				
6109	B	20300233	0				
6109	D	20306342	0				
6109	C	20312451	0				
6110	C	20318560	0				
6111	E	20324670	0				
6112	D	20330781	0				
6112	A	20336893	1				
6112	A	20343005	1				
6113	E	20349117	0				
6115	B	20355230	0				
6117	A	20361345	1				
6118	C	20367462	0				
6119	D	20373580	0				
6119	C	20379699	0				
6119	B	20385818	0				
6120	B	20391937	0				
6120	A	20398057	1				
6121	C	20404177	0				
6122	D	20410298	0				
6123	A	20416420	1				
6124	C	20422543	0				
6127	D	20428667	0				
6131	D	20434794	0				
6135	D	20440925	0				
6136	C	20447060	0				
6137	A	20453196	1				
6138	E	20459333	0				
6140	A	20465471	1				
6140	C	20471611	0				
6140	B	20477751	0				
6141	D	20483891	0				
6142	A	20490032	1				
6143	B	20496174	0				
6143	C	20502317	0				
6144	C	20508460	0				
6144	C	20514604	0				
6145	B	20520748	0				
6148	C	20526893	0				
6148	C	20533041	0				
6149	E	20539189	0				
6149	D	20545338	0				
6149	A	20551487	1				
6150	C	20557636	0				
6151	A	20563786	1				
6153	E	20569937	0				
6155	B	20576090	0				
6155	D	20582245	0				
6155	E	20588400	0				
6156	C	20594555	0				
6156	B	20600711	0				
6157	C	20606867	0				
6157	D	20613024	0				
6159	C	20619181	0				
6160	A	20625340	1				
6161	D	20631500	0				
6162	C	20637661	0				
6163	E	20643823	0				
6163	E	20649986	0				
6164	C	20656149	0				
6165	E	20662313	0				
6165	C	20668478	0				
6167	B	20674643	0				
6168	B	20680810	0				
6170	A	20686978	1				
6170	E	20693148	0				
6172	B	20699318	0				
6172	E	20705490	0				
6172	D	20711662	0				
6173	E	20717834	0				
6173	D	20724007	0				
6174	C	20730180	0				
6175	C	20736354	0				
6175	C	20742529	0				
6176	A	20748704	1				
6176	A	20754880	1				
6176	E	20761056	0				
6176	D	20767232	0				
6177	A	20773408	1				
6179	A	20779585	1				
6179	A	20785764	1				
6179	E	20791943	0				
6180	B	20798122	0				
6181	C	20804302	0				
6183	D	20810483	0				
6183	E	20816666	0				
6183	C	20822849	0				
6190	A	20829032	1				
6191	D	20835222	0				
6192	A	20841413	1				
6192	B	20847605	0				
6195	A	20853797	1				
6195	D	20859992	0				
6196	D	20866187	0				
6196	C	20872383	0				
6197	E	20878579	0				
6197	B	20884776	0				
6197	D	20890973	0				
6197	A	20897170	1				
6201	D	20903367	0				
6204	B	20909568	0				
6204	E	20915772	0				
6206	C	20921976	0				
6208	E	20928182	0				
6209	D	20934390	0				
6209	E	20940599	0				
6210	E	20946808	0				
6210	B	20953018	0				
6210	C	20959228	0				
6211	A	20965438	1				
6211	B	20971649	0				
6214	C	20977860	0				
6216	C	20984074	0				
6217	D	20990290	0				
6219	A	20996507	1				
6219	C	21002726	0				
6219	A	21008945	1				
6219	D	21015164	0				
6220	D	21021383	0				
6220	D	21027603	0				
6221	B	21033823	0				
6222	B	21040044	0				
6223	E	21046266	0				
6224	A	21052489	1				
6226	A	21058713	1				
6226	A	21064939	1				
6230	A	21071165	1				
6231	C	21077395	0				
6231	D	21083626	0				
6232	D	21089857	0				
6233	E	21096089	0				
6233	B	21102322	0				
6234	C	21108555	0				
6237	C	21114789	0				
6240	A	21121026	1				
6242	C	21127266	0				
6244	A	21133508	1				
6245	A	21139752	1				
6246	D	21145997	0				
6246	B	21152243	0				
6249	D	21158489	0				
6249	C	21164738	0				
6249	A	21170987	1				
6250	D	21177236	0				
6250	D	21183486	0				
6251	D	21189736	0				
6251	D	21195987	0				
6251	D	21202238	0				
6252	C	21208489	0				
6252	A	21214741	1				
6253	B	21220993	0				
6254	D	21227246	0				
6254	E	21233500	0				
6254	E	21239754	0				
6255	B	21246008	0				
6256	D	21252263	0				
6257	E	21258519	0				
6257	A	21264776	1				
6257	B	21271033	0				
6258	E	21277290	0				
6258	E	21283548	0				
6258	A	21289806	1				
6259	D	21296064	0				
6260	C	21302323	0				
6262	A	21308583	1				
6264	B	21314845	0				
6264	B	21321109	0				
6265	A	21327373	1				
6265	C	21333638	0				
6266	C	21339903	0				
6271	B	21346169	0				
6271	D	21352440	0				
6271	C	21358711	0				
6271	D	21364982	0				
6273	C	21371253	0				
6273	B	21377526	0				
6280	B	21383799	0				
6282	B	21390079	0				
6283	B	21396361	0				
6284	D	21402644	0				
6284	A	21408928	1				
6284	C	21415212	0				
6285	B	21421496	0				
6285	E	21427781	0				
6286	D	21434066	0				
6287	B	21440352	0				
6288	B	21446639	0				
6291	C	21452927	0				
6292	E	21459218	0				
6292	A	21465510	1				
6293	E	21471802	0				
6293	D	21478095	0				
6293	D	21484388	0				
6294	D	21490681	0				
6295	C	21496975	0				
6296	C	21503270	0				
6298	E	21509566	0				
6301	A	21515864	1				
6301	E	21522165	0				
6303	B	21528466	0				
6304	B	21534769	0				
6304	B	21541073	0				
6305	C	21547377	0				
6306	E	21553682	0				
6307	C	21559988	0				
6309	B	21566295	0				
6309	B	21572604	0				
6309	B	21578913	0				
6310	C	21585222	0				
6313	A	21591532	1				
6314	A	21597845	1				
6314	B	21604159	0				
6316	C	21610473	0				
6316	A	21616789	1				
6318	D	21623105	0				
6318	A	21629423	1				
6318	D	21635741	0				
6319	A	21642059	1				
6319	A	21648378	1				
6319	E	21654697	0				
6319	E	21661016	0				
6321	B	21667335	0				
6325	B	21673656	0				
6325	A	21679981	1				
6326	D	21686306	0				
6326	B	21692632	0				
6326	B	21698958	0				
6326	B	21705284	0				
6326	D	21711610	0				
6329	E	21717936	0				
6329	B	21724265	0				
6330	E	21730594	0				
6331	A	21736924	1				
6332	E	21743255	0				
6336	C	21749587	0				
6336	C	21755923	0				
6336	B	21762259	0				
6337	E	21768595	0				
6337	A	21774932	1				
6338	D	21781269	0				
6338	C	21787607	0				
6339	D	21793945	0				
6340	B	21800284	0				
6340	D	21806624	0				
6340	A	21812964	1				
6343	A	21819304	1				
6343	A	21825647	1				
6345	D	21831990	0				
6345	A	21838335	1				
6346	A	21844680	1				
6347	D	21851026	0				
6349	C	21857373	0				
6349	E	21863722	0				
6350	C	21870071	0				
6350	D	21876421	0				
6352	B	21882771	0				
6352	A	21889123	1				
6353	B	21895475	0				
6354	D	21901828	0				
6354	A	21908182	1				
6356	B	21914536	0				
6357	C	21920892	0				
6358	D	21927249	0				
6360	C	21933607	0				
6361	D	21939967	0				
6361	E	21946328	0				
6363	A	21952689	1				
6365	B	21959052	0				
6366	E	21965417	0				
6367	D	21971783	0				
6367	E	21978150	0				
6369	C	21984517	0				
6369	E	21990886	0				
6370	E	21997255	0				
6371	B	22003625	0				
6373	C	22009996	0				
6373	A	22016369	1				
6375	E	22022742	0				
6376	E	22029117	0				
6376	E	22035493	0				
6377	E	22041869	0				
6379	B	22048246	0				
6379	A	22054625	1				
6380	B	22061004	0				
6381	D	22067384	0				
6382	E	22073765	0				
6383	D	22080147	0				
6384	D	22086530	0				
6385	C	22092914	0				
6385	C	22099299	0				
6386	D	22105684	0				
6387	B	22112070	0				
6387	B	22118457	0				
6388	A	22124844	1				
6389	E	22131232	0				
6392	A	22137621	1				
6393	B	22144013	0				
6394	A	22150406	1				
6395	E	22156800	0				
6395	E	22163195	0				
6395	C	22169590	0				
6396	A	22175985	1				
6397	C	22182381	0				
6398	D	22188778	0				
6400	D	22195176	0				
6400	E	22201576	0				
6400	A	22207976	1				
6400	D	22214376	0				
6403	A	22220776	1				
6403	D	22227179	0				
6404	C	22233582	0				
6405	B	22239986	0				
6406	B	22246391	0				
6408	C	22252797	0				
6408	E	22259205	0				
6409	E	22265613	0				
6411	A	22272022	1				
6411	C	22278433	0				
6413	E	22284844	0				
6413	E	22291257	0				
6413	B	22297670	0				
6414	C	22304083	0				
6419	A	22310497	1				
6419	C	22316916	0				
6421	B	22323335	0				
6423	C	22329756	0				
6425	E	22336179	0				
6425	D	22342604	0				
6425	A	22349029	1				
6426	E	22355454	0				
6427	E	22361880	0				
6429	E	22368307	0				
6429	E	22374736	0				
6430	C	22381165	0				
6430	A	22387595	1				
6431	B	22394025	0				
6432	B	22400456	0				
6434	C	22406888	0				
6434	A	22413322	1				
6434	A	22419756	1				
6435	D	22426190	0				
6435	E	22432625	0				
6435	B	22439060	0				
6439	C	22445495	0				
6440	A	22451934	1				
6440	E	22458374	0				
6442	E	22464814	0				
6442	E	22471256	0				
6443	C	22477698	0				
6443	E	22484141	0				
6443	A	22490584	1				
6444	A	22497027	1				
6448	D	22503471	0				
6448	E	22509919	0				
6449	A	22516367	1				
6450	E	22522816	0				
6450	C	22529266	0				
6452	E	22535716	0				
6452	A	22542168	1				
6456	C	22548620	0				
6456	B	22555076	0				
6461	C	22561532	0				
6461	A	22567993	1				
6462	C	22574454	0				
6463	E	22580916	0				
6464	A	22587379	1				
6464	A	22593843	1				
6464	D	22600307	0				
6465	E	22606771	0				
6466	E	22613236	0				
6466	E	22619702	0				
6467	C	22626168	0				
6468	E	22632635	0				
6474	D	22639103	0				
6474	E	22645577	0				
6474	B	22652051	0				
6475	E	22658525	0				
6475	E	22665000	0				
6475	C	22671475	0				
6476	C	22677950	0				
6477	D	22684426	0				
6478	A	22690903	1				
6478	A	22697381	1				
6479	D	22703859	0				
6480	A	22710338	1				
6480	D	22716818	0				
6481	E	22723298	0				
6484	C	22729779	0				
6488	D	22736263	0				
6489	D	22742751	0				
6491	D	22749240	0				
6492	A	22755731	1				
6492	B	22762223	0				
6493	A	22768715	1				
6494	A	22775208	1				
6495	B	22781702	0				
6495	B	22788197	0				
6495	C	22794692	0				
6497	B	22801187	0				
6498	D	22807684	0				
6499	D	22814182	0				
6501	E	22820681	0				
6504	E	22827182	0				
6505	B	22833686	0				
6506	B	22840191	0				
6507	E	22846697	0				
6508	C	22853204	0				
6508	B	22859712	0				
6510	D	22866220	0				
6510	A	22872730	1				
6511	D	22879240	0				
6511	C	22885751	0				
6512	B	22892262	0				
6514	B	22898774	0				
6515	E	22905288	0				
6516	C	22911803	0				
6517	A	22918319	1				
6518	D	22924836	0				
6519	C	22931354	0				
6519	D	22937873	0				
6520	E	22944392	0				
6520	E	22950912	0				
6520	D	22957432	0				
6521	D	22963952	0				
6521	E	22970473	0				
6521	D	22976994	0				
6523	B	22983515	0				
6525	E	22990038	0				
6526	D	22996563	0				
6527	E	23003089	0				
6528	A	23009616	1				
6529	D	23016144	0				
6530	A	23022673	1				
6534	D	23029203	0				
6535	A	23035737	1				
6537	A	23042272	1				
6538	A	23048809	1				
6538	A	23055347	1				
6539	C	23061885	0				
6540	C	23068424	0				
6542	E	23074964	0				
6542	C	23081506	0				
6542	D	23088048	0				
6543	C	23094590	0				
6544	E	23101133	0				
6545	B	23107677	0				
6545	B	23114222	0				
6548	E	23120767	0				
6549	B	23127315	0				
6549	E	23133864	0				
6549	E	23140413	0				
6550	C	23146962	0				
6552	B	23153512	0				
6552	D	23160064	0				
6555	E	23166616	0				
6555	A	23173171	1				
6555	B	23179726	0				
6557	C	23186281	0				
6557	E	23192838	0				
6558	C	23199395	0				
6558	B	23205953	0				
6561	D	23212511	0				
6565	E	23219072	0				
6567	B	23225637	0				
6568	B	23232204	0				
6569	C	23238772	0				
6570	D	23245341	0				
6570	B	23251911	0				
6570	C	23258481	0				
6572	E	23265051	0				
6573	B	23271623	0				
6575	E	23278196	0				
6577	B	23284771	0				
6577	A	23291348	1				
6578	A	23297925	1				
6578	B	23304503	0				
6579	A	23311081	1				
6580	B	23317660	0				
6581	E	23324240	0				
6585	D	23330821	0				
6586	D	23337406	0				
6586	A	23343992	1				
6587	B	23350578	0				
6588	A	23357165	1				
6588	C	23363753	0				
6589	D	23370341	0				
6590	D	23376930	0				
6590	B	23383520	0				
6590	E	23390110	0				
6592	B	23396700	0				
6593	E	23403292	0				
6596	D	23409885	0				
6596	D	23416481	0				
6597	E	23423077	0				
6598	E	23429674	0				
6599	E	23436272	0				
6599	C	23442871	0				
6599	A	23449470	1				
6599	D	23456069	0				
6600	B	23462668	0				
6601	D	23469268	0				
6601	A	23475869	1				
6601	D	23482470	0				
6603	C	23489071	0				
6605	E	23495674	0				
6606	C	23502279	0				
6607	A	23508885	1				
6607	C	23515492	0				
6609	D	23522099	0				
6610	B	23528708	0				
6610	C	23535318	0				
6611	B	23541928	0				
6611	D	23548539	0				
6613	A	23555150	1				
6613	C	23561763	0				
6614	A	23568376	1				
6615	B	23574990	0				
6616	A	23581605	1				
6616	E	23588221	0				
6616	E	23594837	0				
6617	C	23601453	0				
6617	D	23608070	0				
6618	E	23614687	0				
6620	D	23621305	0				
6623	B	23627925	0				
6624	C	23634548	0				
6624	A	23641172	1				
6624	D	23647796	0				
6625	E	23654420	0				
6628	E	23661045	0				
6629	A	23667673	1				
6629	A	23674302	1				
6630	B	23680931	0				
6630	C	23687561	0				
6633	D	23694191	0				
6635	C	23700824	0				
6635	E	23707459	0				
6635	E	23714094	0				
6637	C	23720729	0				
6637	E	23727366	0				
6640	C	23734003	0				
6641	C	23740643	0				
6642	E	23747284	0				
6642	A	23753926	1				
6642	D	23760568	0				
6642	B	23767210	0				
6643	E	23773852	0				
6643	B	23780495	0				
6644	B	23787138	0				
6647	A	23793782	1				
6648	C	23800429	0				
6649	E	23807077	0				
6649	A	23813726	1				
6650	C	23820375	0				
6651	E	23827025	0				
6653	B	23833676	0				
6654	E	23840329	0				
6655	C	23846983	0				
6658	E	23853638	0				
6659	A	23860296	1				
6661	B	23866955	0				
6661	E	23873616	0				
6661	C	23880277	0				
6662	B	23886938	0				
6663	B	23893600	0				
6665	D	23900263	0				
6665	C	23906928	0				
6666	A	23913593	1				
6666	D	23920259	0				
6668	A	23926925	1				
6668	A	23933593	1				
6668	C	23940261	0				
6669	D	23946929	0				
6671	E	23953598	0				
6671	D	23960269	0				
6673	C	23966940	0				
6674	D	23973613	0				
6674	B	23980287	0				
6676	C	23986961	0				
6677	E	23993637	0				
6678	B	24000314	0				
6679	D	24006992	0				
6680	A	24013671	1				
6681	B	24020351	0				
6682	E	24027032	0				
6684	C	24033714	0				
6685	B	24040398	0				
6685	A	24047083	1				
6687	C	24053768	0				
6687	E	24060455	0				
6687	C	24067142	0				
6687	C	24073829	0				
6689	D	24080516	0				
6691	A	24087205	1				
6691	B	24093896	0				
6692	A	24100587	1				
6694	D	24107279	0				
6697	D	24113973	0				
6698	D	24120670	0				
6698	C	24127368	0				
6699	A	24134066	1				
6700	E	24140765	0				
6703	C	24147465	0				
6704	D	24154168	0				
6704	C	24160872	0				
6706	B	24167576	0				
6706	C	24174282	0				
6707	C	24180988	0				
6708	B	24187695	0				
6709	E	24194403	0				
6710	D	24201112	0				
6710	D	24207822	0				
6711	B	24214532	0				
6712	A	24221243	1				
6712	D	24227955	0				
6714	C	24234667	0				
6714	C	24241381	0				
6715	C	24248095	0				
6715	B	24254810	0				
6717	E	24261525	0				
6718	C	24268242	0				
6719	A	24274960	1				
6720	E	24281679	0				
6720	C	24288399	0				
6722	C	24295119	0				
6723	D	24301841	0				
6724	E	24308564	0				
6724	C	24315288	0				
6725	D	24322012	0				
6725	C	24328737	0				
6725	B	24335462	0				
6725	E	24342187	0				
6725	A	24348912	1				
6726	D	24355637	0				
6727	A	24362363	1				
6727	C	24369090	0				
6728	E	24375817	0				
6730	A	24382545	1				
6730	D	24389275	0				
6731	C	24396005	0				
6732	B	24402736	0				
6732	B	24409468	0				
6733	E	24416200	0				
6733	C	24422933	0				
6734	C	24429666	0				
6735	C	24436400	0				
6737	B	24443135	0				
6737	D	24449872	0				
6737	A	24456609	1				
6738	E	24463346	0				
6740	C	24470084	0				
6741	B	24476824	0				
6742	E	24483565	0				
6743	B	24490307	0				
6744	C	24497050	0				
6745	A	24503794	1				
6746	E	24510539	0				
6746	C	24517285	0				
6749	D	24524031	0				
6749	A	24530780	1				
6749	D	24537529	0				
6749	D	24544278	0				
6750	E	24551027	0				
6750	C	24557777	0				
6751	A	24564527	1				
6751	E	24571278	0				
6753	A	24578029	1				
6753	A	24584782	1				
6753	E	24591535	0				
6754	B	24598288	0				
6754	E	24605042	0				
6755	C	24611796	0				
6755	B	24618551	0				
6756	D	24625306	0				
6756	A	24632062	1				
6757	C	24638818	0				
6758	E	24645575	0				
6759	C	24652333	0				
6760	D	24659092	0				
6761	E	24665852	0				
6763	A	24672613	1				
6763	C	24679376	0				
6764	B	24686139	0				
6765	A	24692903	1				
6766	A	24699668	1				
6766	A	24706434	1				
6772	B	24713200	0				
6772	E	24719972	0				
6772	A	24726744	1				
6773	E	24733516	0				
6773	E	24740289	0				
6773	D	24747062	0				
6774	E	24753835	0				
6774	E	24760609	0				
6774	C	24767383	0				
6775	A	24774157	1				
6776	D	24780932	0				
6776	A	24787708	1				
6776	C	24794484	0				
6777	E	24801260	0				
6779	B	24808037	0				
6779	B	24814816	0				
6780	B	24821595	0				
6781	E	24828375	0				
6781	C	24835156	0				
6781	C	24841937	0				
6782	B	24848718	0				
6782	E	24855500	0				
6782	A	24862282	1				
6782	B	24869064	0				
6783	E	24875846	0				
6783	D	24882629	0				
6783	E	24889412	0				
6784	A	24896195	1				
6787	E	24902979	0				
6788	B	24909766	0				
6789	A	24916554	1				
6790	C	24923343	0				
6791	B	24930133	0				
6793	E	24936924	0				
6797	C	24943717	0				
6797	B	24950514	0				
6798	A	24957311	1				
6798	E	24964109	0				
6799	A	24970907	1				
6800	E	24977706	0				
6800	E	24984506	0				
6801	D	24991306	0				
6803	A	24998107	1				
6804	B	25004910	0				
6805	A	25011714	1				
6805	D	25018519	0				
6807	C	25025324	0				
6807	A	25032131	1				
6807	E	25038938	0				
6807	C	25045745	0				
6811	D	25052552	0				
6811	A	25059363	1				
6812	E	25066174	0				
6813	C	25072986	0				
6813	B	25079799	0				
6814	C	25086612	0				
6815	B	25093426	0				
6816	A	25100241	1				
6816	D	25107057	0				
6817	D	25113873	0				
6818	A	25120690	1				
6819	B	25127508	0				
6819	B	25134327	0				
6823	A	25141146	1				
6823	A	25147969	1				
6823	D	25154792	0				
6823	D	25161615	0				
6823	A	25168438	1				
6826	E	25175261	0				
6827	D	25182087	0				
6828	E	25188914	0				
6831	E	25195742	0				
6831	D	25202573	0				
6831	C	25209404	0				
6831	E	25216235	0				
6836	A	25223066	1				
6838	D	25229902	0				
6839	B	25236740	0				
6840	A	25243579	1				
6842	D	25250419	0				
6842	E	25257261	0				
6843	A	25264103	1				
6843	A	25270946	1				
6844	E	25277789	0				
6844	A	25284633	1				
6845	C	25291477	0				
6845	D	25298322	0				
6845	A	25305167	1				
6846	E	25312012	0				
6847	D	25318858	0				
6847	C	25325705	0				
6847	E	25332552	0				
6848	C	25339399	0				
6848	E	25346247	0				
6849	C	25353095	0				
6850	C	25359944	0				
6850	C	25366794	0				
6853	B	25373644	0				
6854	B	25380497	0				
6854	D	25387351	0				
6855	A	25394205	1				
6856	D	25401060	0				
6857	D	25407916	0				
6857	E	25414773	0				
6858	B	25421630	0				
6859	B	25428488	0				
6859	C	25435347	0				
6859	E	25442206	0				
6860	A	25449065	1				
6860	A	25455925	1				
6861	B	25462785	0				
6864	B	25469646	0				
6864	B	25476510	0				
6865	C	25483374	0				
6867	B	25490239	0				
6869	D	25497106	0				
6869	C	25503975	0				
6869	A	25510844	1				
6869	A	25517713	1				
6870	A	25524582	1				
6871	A	25531452	1				
6872	D	25538323	0				
6872	A	25545195	1				
6873	A	25552067	1				
6873	E	25558940	0				
6876	B	25565813	0				
6878	E	25572689	0				
6878	E	25579567	0				
6878	E	25586445	0				
6878	C	25593323	0				
6879	E	25600201	0				
6881	B	25607080	0				
6882	D	25613961	0				
6883	D	25620843	0				
6884	C	25627726	0				
6885	E	25634610	0				
6886	A	25641495	1				
6887	A	25648381	1				
6888	B	25655268	0				
6889	B	25662156	0				
6890	B	25669045	0				
6891	D	25675935	0				
6891	C	25682826	0				
6893	B	25689717	0				
6894	D	25696610	0				
6894	C	25703504	0				
6894	E	25710398	0				
6896	A	25717292	1				
6896	C	25724188	0				
6897	C	25731084	0				
6897	A	25737981	1				
6897	A	25744878	1				
6898	C	25751775	0				
6899	B	25758673	0				
6899	E	25765572	0				
6900	B	25772471	0				
6902	C	25779371	0				
6902	C	25786273	0				
6902	E	25793175	0				
6903	D	25800077	0				
6903	B	25806980	0				
6904	A	25813883	1				
6905	B	25820787	0				
6906	E	25827692	0				
6908	C	25834598	0				
6908	D	25841506	0				
6910	A	25848414	1				
6914	E	25855324	0				
6914	D	25862238	0				
6916	C	25869152	0				
6917	A	25876068	1				
6920	A	25882985	1				
6921	E	25889905	0				
6922	E	25896826	0				
6922	E	25903748	0				
6922	D	25910670	0				
6922	A	25917592	1				
6922	A	25924514	1				
6923	A	25931436	1				
6924	E	25938359	0				
6924	D	25945283	0				
6924	E	25952207	0				
